32  6
  0    0    0.00000000000000000000000000000000000000000000000000000000000000e+00
  0    2    0.00000000000000000000000000000000000000000000000000000000000000e+00
  0    4    4.01294341242492793177557681099586114230365564532671505640379538e-02
  0    6    7.31248937456280358950787746641269414261278296454774053073909538e-03
  0    8    7.26030024721931814275241144648747580545125647541704565562562097e-03
  0   10    2.21295168255740408683700805946828214735062561295456354719317878e-02
  0   12   -3.65336959016841556921592546330709383288856941108140963620899346e-02
  0   14   -7.42039235870328432128388251558980594501167178639443329996295241e-01
  0   16   -6.88681436577325406451435612247952051599869932230872656651357360e+00
  0   18   -1.57119016755143514596972558168645187001854281267045145740910367e+01
  0   20    8.04090620824382232213218937851230481232306895819335958189472328e+01
  0   22   -8.85513045002253678482509322220594550295826890000099912282949422e+02
  0   24   -7.21955864219895990927410302572672892684319489904827231368445064e+04
  0   26   -1.34871476631865694820947960624148468943914975500311452026235502e+06
  0   28   -7.28261026597148033401688592927509755588538964650030150597038183e+06
  0   30    3.24730733836915195300367544099574545972193030656668098650058506e+08
  0   32    3.40359573385792301669429532877455335168127682439256955474236139e+09
  2    2   -2.00647170621246396588778840549793057115182782266335752820189821e-02
  2    4   -3.65624468728140179475393873320634707130639148227387026536905149e-03
  2    6   -3.63015012360965907137620572324373790272562823770852282760204474e-03
  2    8   -1.10647584127870204341850402973414107367531280647728177511251591e-02
  2   10    1.82668479508420778460796273165354691644428470554070631331684084e-02
  2   12    3.71019617935164216064194125779490297250583589319720870868593865e-01
  2   14    3.44340718288662703225717806123976025799934966115611586519153257e+00
  2   16    7.85595083775717572984862790843225935009271403460237502435012594e+00
  2   18   -4.02045310412191116106609468925615240616152894007804770499331035e+01
  2   20    4.42756522501126839241254661110297275148096660121949524415105313e+02
  2   22    3.60977932109947995463705151286336446374098813365559313075858745e+04
  2   24    6.74357383159328474104739803120742354775939432074764497922062412e+05
  2   26    3.64130513298574016700844296463760245626273191142069600171179638e+06
  2   28   -1.62365366918457597650183772049533322821568734309897395542373116e+08
  2   30   -1.70179786692896150834714766185837068286210844598865296846037360e+09
  4    4    3.63015012360965907137620572324373790272562823770852282759831093e-03
  4    6    2.21295168255740408683700805946828214735062561295456354917253325e-03
  4    8   -2.65692358253160106715766166884648796574629794356030755752910466e-02
  4   10   -1.59008407686498949741797482476924413107392966851308897885518559e-01
  4   12   -2.66723366156698658695882011467542381715663364549505431088509839e+00
  4   14   -3.78016522491993638654399200210835200097596020797430910513977347e+00
  4   16   -1.17300650250656123538387214529372195015965524588628714194032556e+01
  4   18   -2.64733996897270852060952700722309597920647592423350897551421249e+02
  4   20   -2.71690456890214454510625531632179316434931382326233403475433278e+04
  4   22   -4.08120562216471114518280842379674681177976551547732775135089843e+05
  4   24   -7.39304584622955446953011633347679004736812128077558824376852263e+05
  4   26    9.82476197777838689844378872338099351380270359829345819045064250e+07
  4   28    3.33301337323809403217673351270464116951288772921527342292269119e+09
  6    6    3.07204297625529770843251113744295849039730456257010828936740741e-02
  6    8    5.30028025621663165805991608256414710357976556171030058579588686e-02
  6   10    2.27914690090716636430964114139325559673527563766432756578809837e+00
  6   12    1.74227241850131671489167404894639832641758329412024136309575901e+00
  6   14    3.76973630582079743360885556256865912832024733747091935379413626e+01
  6   16    1.75722734095342858470801720528315759306917863607517119012843401e+02
  6   18    2.27046719280347684034085721805100751465707788074649380578247533e+04
  6   20    2.75002151745042434725051362009140844552383156362404362875467046e+05
  6   22   -7.11695689558436913074704032297281989371606116874677179566929336e+05
  6   24   -6.61887462074470046515649448259460985181862635332822371729136171e+07
  6   26   -4.14862112639266029409152643811366193635012832054716505346665154e+09
  8    8   -2.20152954877520231977980534673682195265100403609826113849915356e+00
  8   10   -4.55560635583618639003243456239605900670624709831502920504534881e-01
  8   12   -4.88262050724118437570527702711506077610335823608973509367366495e+01
  8   14   -1.00894932781135205942643385775736719853008531716943179474940914e+02
  8   16   -2.12019875754927651213718137280637842334961191643607313242844785e+04
  8   18   -1.79265167688570555263535524576064157165108243302978831319841039e+05
  8   20    1.61431883208830380612957579470178370825368364103368246494666854e+06
  8   22    4.41556566438613408995060435794167477229987552982514559958271331e+07
  8   24    4.74286676669897447813025056214295048979181555855827144527530009e+09
 10   10    5.25358190771464668973741751529719465869772853428770653715168754e+01
 10   12    3.31588622107877239454813737438650799790088610561833044195596078e+01
 10   14    2.11801479271730987221436665407482761123462728490122486235126652e+04
 10   16    1.02218896839577075967876508611716044405682046638870230484022933e+05
 10   18   -2.24275340879240796569802560548605575668996228779801689353431267e+06
 10   20   -2.71354590836512774378541629135545533371175782007145278993233679e+07
 10   22   -5.22643135058116262323094028548209749700597250593919275336627931e+09
 12   12   -2.13823373213535755343042622126317416021284446330719150505750302e+04
 12   14   -3.31829316509314824575847018482516064863230225438940236049337119e+04
 12   16    2.61428330993144717182478227321564423530191958382538784220888044e+06
 12   18    1.40099697399227432161735451815909978531468437306732638072537211e+07
 12   20    5.58048225692637916123351210473347380556851724619914524006266714e+09
 14   14   -2.73755048063577031453221020217332219161418210985167229627318372e+06
 14   16   -4.22009671922870270924631156014181565804790994040911308408924259e+06
 14   18   -5.79560317517820130805792426819825011591931012007916483781083623e+09
 16   16    5.86775854366959072766987316800550069299533949973035220207707677e+09
